Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-16 00:00:00-05:00,235.11601808481555,236.17151764085375,233.0913886756254,233.83982849121094,26728500,0.0,0.0
2021-02-17 00:00:00-05:00,232.0894541766409,234.96507650561446,231.72398457959287,234.85928344726562,21653500,0.56,0.0
2021-02-18 00:00:00-05:00,232.55109320398296,234.5996101987233,231.64704608816618,234.4649658203125,16925600,0.0,0.0
2021-02-19 00:00:00-05:00,234.4264858275061,234.53227887991062,230.99303240639816,231.75282287597656,25262600,0.0,0.0
2021-02-22 00:00:00-05:00,228.33865848721146,228.82914565099242,223.5106699015232,225.5399627685547,36446900,0.0,0.0
2021-02-23 00:00:00-05:00,221.51983481114613,225.84770894272074,219.9810292498646,224.34738159179688,30228700,0.0,0.0
2021-02-24 00:00:00-05:00,221.2120626767533,226.20354640693853,220.2407006773393,225.5784149169922,26339700,0.0,0.0
2021-02-25 00:00:00-05:00,223.2029132170625,225.61690012530303,219.16356666865607,220.23110961914062,39542200,0.0,0.0
2021-02-26 00:00:00-05:00,222.6739313555886,226.36704708770696,220.76004395905966,223.49142456054688,37819200,0.0,0.0
2021-03-01 00:00:00-05:00,226.87674051231076,228.38669453314685,224.23192892879442,227.87696838378906,25324000,0.0,0.0
2021-03-02 00:00:00-05:00,227.94431703214215,228.22323269493202,224.5204900588609,224.92442321777344,22812500,0.0,0.0
2021-03-03 00:00:00-05:00,223.2798287097905,224.6455116135166,218.56724606158295,218.85577392578125,34029500,0.0,0.0
2021-03-04 00:00:00-05:00,218.06715252474712,223.5972138136232,215.68200248101138,218.05752563476562,44727800,0.0,0.0
2021-03-05 00:00:00-05:00,220.74081539432254,224.34737709839982,217.79786339181743,222.7412567138672,41872800,0.0,0.0
2021-03-08 00:00:00-05:00,222.52006696503778,224.44356674168196,218.44225683064087,218.6923065185547,35267400,0.0,0.0
2021-03-09 00:00:00-05:00,223.97226078418777,226.37663488338205,222.8085372631184,224.83782958984375,33080500,0.0,0.0
2021-03-10 00:00:00-05:00,227.9346923560373,227.9346923560373,223.16440710536557,223.52987670898438,29746800,0.0,0.0
2021-03-11 00:00:00-05:00,225.97274282318187,230.0217013232755,225.34759663880936,228.0597381591797,29907600,0.0,0.0
2021-03-12 00:00:00-05:00,225.05901806836815,226.7997971672687,224.3088545561941,226.7324676513672,22653700,0.0,0.0
2021-03-15 00:00:00-04:00,225.97268615804097,226.19388445082177,222.94316619762319,225.8284149169922,26034900,0.0,0.0
2021-03-16 00:00:00-04:00,227.24219835106737,230.87761072964167,226.91520700329045,228.6175079345703,28092200,0.0,0.0
2021-03-17 00:00:00-04:00,227.11724868336086,229.42545740768338,224.30894054263732,227.97320556640625,29562100,0.0,0.0
2021-03-18 00:00:00-04:00,223.66452881126907,225.23218566499116,221.51983088863727,221.89491271972656,34833000,0.0,0.0
2021-03-19 00:00:00-04:00,222.183433076479,223.57796728976257,220.5773127425442,221.5390625,46430700,0.0,0.0
2021-03-22 00:00:00-04:00,221.46209350268924,227.83848363077567,221.33706135356417,226.9633026123047,30127000,0.0,0.0
2021-03-23 00:00:00-04:00,228.4059692318967,231.82979623103833,228.0020360699332,228.49252319335938,31638400,0.0,0.0
2021-03-24 00:00:00-04:00,228.75221011891443,228.89646672788933,226.31898414661643,226.45362854003906,25620100,0.0,0.0
2021-03-25 00:00:00-04:00,226.29972771990109,227.8769967829049,222.71240512495487,223.45294189453125,34061900,0.0,0.0
