Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-02-19 00:00:00-05:00,147.9474860455668,148.72402311317236,147.41572178690825,148.6143035888672,1136900,0.0,0.0,0.0
2016-02-22 00:00:00-05:00,150.05768904064428,150.8764321081702,149.9986112610196,150.7413787841797,2603100,0.0,0.0,0.0
2016-02-23 00:00:00-05:00,150.17588193703074,150.4037828484566,148.74097555427488,148.8507080078125,2076000,0.0,0.0,0.0
2016-02-24 00:00:00-05:00,147.5338966561452,149.7791093139899,146.52947161600585,149.55120849609375,2599800,0.0,0.0,0.0
2016-02-25 00:00:00-05:00,149.99016235111628,151.34910583496094,149.2558308310677,151.34910583496094,2546000,0.0,0.0,0.0
2016-02-26 00:00:00-05:00,152.10034637792015,152.23539972331815,150.868020019502,151.07058715820312,2560800,0.0,0.0,0.0
2016-02-29 00:00:00-05:00,151.03679991039914,151.8892998330452,149.72006225585938,149.72006225585938,3128400,0.0,0.0,0.0
2016-03-01 00:00:00-05:00,150.95237103715908,153.40859985351562,150.52190312394487,153.40859985351562,3041400,0.0,0.0,0.0
2016-03-02 00:00:00-05:00,153.07944591187794,154.07543523907668,152.69961969183427,154.05856323242188,3839200,0.0,0.0,0.0
2016-03-03 00:00:00-05:00,153.8475167826466,154.65781084110043,153.36639422093378,154.62405395507812,3150400,0.0,0.0,0.0
2016-03-04 00:00:00-05:00,154.84348197179582,155.8648047076981,154.08382979952393,155.1220245361328,2821000,0.0,0.0,0.0
2016-03-07 00:00:00-05:00,154.33712514275473,155.63697818397546,154.25271358137587,155.29090881347656,3449900,0.0,0.0,0.0
2016-03-08 00:00:00-05:00,154.32017724262397,154.74220911840226,153.43390772761137,153.54364013671875,3385400,0.0,0.0,0.0
2016-03-09 00:00:00-05:00,154.33708405848998,154.64938356954534,153.62806061807802,154.38772583007812,1641600,0.0,0.0,0.0
2016-03-10 00:00:00-05:00,154.78444986782557,155.63694981300787,152.8008944515677,154.47213745117188,2090500,0.0,0.0,0.0
2016-03-11 00:00:00-05:00,155.7888987129902,157.00434005469577,155.6960511577841,156.97901916503906,2231000,0.0,0.0,0.0
2016-03-14 00:00:00-04:00,156.4894387816416,157.1646924640289,156.2109090340724,156.74266052246094,1412800,0.0,0.0,0.0
2016-03-15 00:00:00-04:00,155.89855768757437,156.54005432128906,155.66222088969724,156.54005432128906,1325300,0.0,0.0,0.0
2016-03-16 00:00:00-04:00,156.05051985978605,157.78084035064583,156.03363497751374,157.47698974609375,2700700,0.0,0.0,0.0
2016-03-17 00:00:00-04:00,157.35037029754946,158.88657257854368,156.99586505102573,158.4729766845703,1937300,0.0,0.0,0.0
2016-03-18 00:00:00-04:00,158.97945935996512,159.35083670082568,158.60806913971004,159.06385803222656,2623400,0.0,0.0,0.0
2016-03-21 00:00:00-04:00,158.83980456531987,159.48474423496026,158.6106935286467,159.30653381347656,1535400,1.006,0.0,0.0
2016-03-22 00:00:00-04:00,158.59370033319453,159.71385040381605,158.44095965911757,159.22166442871094,1521600,0.0,0.0,0.0
2016-03-23 00:00:00-04:00,158.83981462427533,158.99256827358002,157.99122064607488,158.203369140625,1633300,0.0,0.0,0.0
2016-03-24 00:00:00-04:00,157.2020067272994,158.1100083390678,156.9983395469973,158.09303283691406,1874800,0.0,0.0,0.0
2016-03-28 00:00:00-04:00,158.48340670725312,158.6361603565578,157.7705908732087,158.203369140625,1271200,0.0,0.0,0.0
2016-03-29 00:00:00-04:00,157.83000530758528,159.7223663330078,157.52451094463896,159.7223663330078,1604900,0.0,0.0,0.0
2016-03-30 00:00:00-04:00,160.52852411821743,160.99525340411796,160.02785676994083,160.3927459716797,1908400,0.0,0.0,0.0
2016-03-31 00:00:00-04:00,160.25699430533487,160.630364817065,159.80724048690473,160.01089477539062,3007800,0.0,0.0,0.0
2016-04-01 00:00:00-04:00,159.02648246002653,161.1988935948201,158.77191466359895,161.03765869140625,2971800,0.0,0.0,0.0
2016-04-04 00:00:00-04:00,161.01222345170854,161.1479886451275,160.23999983653263,160.5285186767578,1259500,0.0,0.0,0.0
2016-04-05 00:00:00-04:00,159.3150466901607,159.7138869172293,158.6870824510806,158.89923095703125,1737500,0.0,0.0,0.0
2016-04-06 00:00:00-04:00,159.01803238152195,160.70673913738977,158.76345158663233,160.63035583496094,1860800,0.0,0.0,0.0
2016-04-07 00:00:00-04:00,159.67993118955266,159.9599687629597,158.05911354431046,158.7379913330078,2635300,0.0,0.0,0.0
2016-04-08 00:00:00-04:00,159.79874293376412,160.18910189276838,158.6786055248484,159.17079162597656,2043800,0.0,0.0,0.0
2016-04-11 00:00:00-04:00,159.75626305083821,160.37574584359695,158.71249630945016,158.7549285888672,1355300,0.0,0.0,0.0
2016-04-12 00:00:00-04:00,158.9331105303651,160.53695212716843,158.54276467423992,160.29934692382812,1590700,0.0,0.0,0.0
2016-04-13 00:00:00-04:00,161.13104850326405,161.95418579904094,160.98678906308393,161.90325927734375,1972900,0.0,0.0,0.0
2016-04-14 00:00:00-04:00,161.94567109014184,162.3445112942948,161.58078189615995,161.8862762451172,3214800,0.0,0.0,0.0
2016-04-15 00:00:00-04:00,161.91175134496243,161.9541836382182,161.41956522993456,161.7080841064453,2059700,0.0,0.0,0.0
2016-04-18 00:00:00-04:00,161.2243643106582,162.87911987304688,161.10556167921786,162.87911987304688,2345300,0.0,0.0,0.0
2016-04-19 00:00:00-04:00,163.23555972853222,163.5919676926371,162.62457094763298,163.371337890625,1633300,0.0,0.0,0.0
2016-04-20 00:00:00-04:00,163.43915819779136,164.14347960167365,162.97242905481718,163.5070343017578,1636800,0.0,0.0,0.0
2016-04-21 00:00:00-04:00,163.52402420161224,163.6258642635553,162.39539288322155,162.59906005859375,1814700,0.0,0.0,0.0
2016-04-22 00:00:00-04:00,162.33603091790022,162.87913054700633,161.81838807230562,162.6415252685547,1863900,0.0,0.0,0.0
2016-04-25 00:00:00-04:00,162.14084322941636,162.38692976389092,161.52985458349602,162.37844848632812,2368000,0.0,0.0,0.0
2016-04-26 00:00:00-04:00,162.69242869538388,163.06581209496917,162.20024266397743,162.61605834960938,1715300,0.0,0.0,0.0
