Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-02-19 00:00:00-05:00,35.526570854269394,35.9300242604359,35.38861327826768,35.83474349975586,34918000,0.0,0.0
2016-02-22 00:00:00-05:00,36.20196452286451,36.466964351124304,35.90123914520035,36.17913818359375,37516000,0.0,0.0
2016-02-23 00:00:00-05:00,36.03274165832613,36.27093972886918,35.51515285729935,35.595542907714844,41332000,0.0,0.0
2016-02-24 00:00:00-05:00,35.264051163916164,35.79057518465841,34.837775244974566,35.77469253540039,37092000,0.0,0.0
2016-02-25 00:00:00-05:00,35.875432714687015,36.20196408081207,35.394069181854505,36.182613372802734,36146000,0.0,0.0
2016-02-26 00:00:00-05:00,36.40493364962283,36.53197213039984,35.82630543787013,35.97121047973633,42474000,0.0,0.0
2016-02-29 00:00:00-05:00,35.77965336810352,36.25605330157172,35.57321301832496,35.592071533203125,45068000,0.0,0.0
2016-03-01 00:00:00-05:00,35.79454555119767,36.83816251564413,35.66254349977129,36.830223083496094,60112000,0.0,0.0
2016-03-02 00:00:00-05:00,36.864958898642634,36.87736213117078,36.387563173386724,36.69672775268555,36292000,0.0,0.0
2016-03-03 00:00:00-05:00,36.69672572574861,36.77215600291866,36.20791875067873,36.30518341064453,40534000,0.0,0.0
2016-03-04 00:00:00-05:00,36.46448832473148,36.47441166882942,36.00892694411916,36.237205505371094,48516000,0.0,0.0
2016-03-07 00:00:00-05:00,35.98560372350222,36.08783195977834,34.99260677267381,35.37273406982422,61690000,0.0,0.0
2016-03-08 00:00:00-05:00,35.15388193493491,35.84168580411714,34.93603030263857,35.40895462036133,52530000,0.0,0.0
2016-03-09 00:00:00-05:00,35.49034690094924,36.039697336594756,35.36578829544877,35.99850845336914,39544000,0.0,0.0
2016-03-10 00:00:00-05:00,36.11661346324506,36.550832634597626,35.893302260985735,36.3339729309082,44616000,0.0,0.0
2016-03-11 00:00:00-05:00,36.72005687114784,36.96569844394858,36.5587731880446,36.964210510253906,35380000,0.0,0.0
2016-03-14 00:00:00-04:00,36.96917341270694,37.43019053998108,36.90416244829631,37.23069763183594,32824000,0.0,0.0
2016-03-15 00:00:00-04:00,37.02127544496241,37.36815706010366,36.86346740522543,37.2470703125,29832000,0.0,0.0
2016-03-16 00:00:00-04:00,37.171641552241276,37.66541214221778,37.04509904299183,37.58402633666992,29306000,0.0,0.0
2016-03-17 00:00:00-04:00,37.598413784293754,37.9800289743035,37.584022854900866,37.63960266113281,44564000,0.0,0.0
2016-03-18 00:00:00-04:00,37.79592753753153,37.82123376858197,37.30910440753043,37.48725891113281,56222000,0.0,0.0
2016-03-21 00:00:00-04:00,37.412818569052284,37.880783155524995,37.28180847539839,37.822227478027344,28774000,0.0,0.0
2016-03-22 00:00:00-04:00,37.637619957109884,37.96315937349524,37.609830053102485,37.71751403808594,22096000,0.0,0.0
2016-03-23 00:00:00-04:00,37.88128240687344,37.9825186926558,37.518025911141045,37.59395217895508,24678000,0.0,0.0
2016-03-24 00:00:00-04:00,37.27833853827925,37.59395085443817,37.24360115508138,37.4589729309082,31116000,0.0,0.0
2016-03-28 00:00:00-04:00,37.524970793595514,37.630674659384916,37.32002213272256,37.38155746459961,21676000,0.0,0.0
2016-03-29 00:00:00-04:00,37.401398331469615,38.07133940145529,37.1339224245858,38.007320404052734,40062000,0.0,0.0
2016-03-30 00:00:00-04:00,38.12245856600091,38.574048330382446,38.0911968143954,38.128910064697266,40396000,0.0,0.0
2016-03-31 00:00:00-04:00,38.12890736598787,38.16562865790518,37.62818932303009,37.85894775390625,32554000,0.0,0.0
2016-04-01 00:00:00-04:00,37.574099128827285,38.21326689397469,37.47683068282324,38.194908142089844,31674000,0.0,0.0
2016-04-04 00:00:00-04:00,38.18697170039065,38.33237652432182,37.80386851280769,37.969120025634766,26924000,0.0,0.0
2016-04-05 00:00:00-04:00,37.62224291392754,37.8574651788166,37.49668856245557,37.64407730102539,24478000,0.0,0.0
2016-04-06 00:00:00-04:00,37.60784350560307,38.13287961678415,37.531421267245825,38.115509033203125,25312000,0.0,0.0
2016-04-07 00:00:00-04:00,37.97903395124889,38.179518776977694,37.59096729463733,37.720985412597656,25498000,0.0,0.0
2016-04-08 00:00:00-04:00,38.006335978479505,38.068863268773214,37.505125700328605,37.68873596191406,23434000,0.0,0.0
2016-04-11 00:00:00-04:00,37.9854869870237,38.07332427943917,37.583029385882654,37.592952728271484,31774000,0.0,0.0
2016-04-12 00:00:00-04:00,37.637130451003294,37.9591942917217,37.296700282284824,37.929420471191406,27388000,0.0,0.0
2016-04-13 00:00:00-04:00,38.22666653316887,38.496626134826585,37.94281197985296,38.306068420410156,35426000,0.0,0.0
2016-04-14 00:00:00-04:00,38.477279461348076,38.68818364752694,38.37107961533215,38.47876739501953,26992000,0.0,0.0
2016-04-15 00:00:00-04:00,38.48422739645302,38.75369105173666,38.4559377259045,38.70753860473633,31712000,0.0,0.0
2016-04-18 00:00:00-04:00,38.716965490459344,39.131833958236626,38.58893504514366,39.08865737915039,33540000,0.0,0.0
2016-04-19 00:00:00-04:00,39.22860084163421,39.250931203936716,38.22468484675957,38.52144241333008,43952000,0.0,0.0
2016-04-20 00:00:00-04:00,38.66585634698381,38.69067038783667,38.274313953203055,38.4554443359375,34262000,0.0,0.0
2016-04-21 00:00:00-04:00,38.5740486148809,38.79090832442027,38.288206330743826,38.70753860473633,77628000,0.0,0.0
2016-04-22 00:00:00-04:00,36.91657449494515,37.413321028351355,36.244653090479304,36.61187744140625,140798000,0.0,0.0
2016-04-25 00:00:00-04:00,36.491780385407644,36.964704754411734,36.47937336635226,36.83220672607422,49442000,0.0,0.0
2016-04-26 00:00:00-04:00,36.94187360454743,36.999933297084716,35.74590830181201,35.996517181396484,55864000,0.0,0.0
2016-04-27 00:00:00-04:00,35.994039927794645,36.08485310247026,35.18812884738829,35.802490234375,66262000,0.0,0.0
2016-04-28 00:00:00-04:00,35.89329566593669,36.18955720956176,34.896327298990656,34.98862838745117,62590000,0.0,0.0
2016-04-29 00:00:00-04:00,34.94198449323569,35.338486564419085,34.925109889686766,35.12857437133789,58278000,0.0,0.0
2016-05-02 00:00:00-04:00,35.32906245557149,35.50225337679018,35.05314732845683,35.45262908935547,33476000,0.0,0.0
2016-05-03 00:00:00-04:00,35.35784889935185,35.40102169426937,35.10128823331741,35.1563720703125,38620000,0.0,0.0
2016-05-04 00:00:00-04:00,35.07349829084855,35.48439138120511,34.93851657701335,35.30177307128906,34172000,0.0,0.0
2016-05-05 00:00:00-04:00,35.48190496706447,35.60844746094753,35.20648583300938,35.46751403808594,29668000,0.0,0.0
2016-05-06 00:00:00-04:00,35.34295592366291,36.0272841703002,35.330548905802516,35.98708724975586,39952000,0.0,0.0
2016-05-09 00:00:00-04:00,36.062522320480696,36.439177776356786,35.903722314592194,36.18311309814453,38074000,0.0,0.0
2016-05-10 00:00:00-04:00,36.472425274308534,36.722534418331186,36.30618182282669,36.691768646240234,32634000,0.0,0.0
2016-05-11 00:00:00-04:00,36.74834458847868,36.76223954250365,36.12207591541819,36.25358200073242,29834000,0.0,0.0
2016-05-12 00:00:00-04:00,36.325533741452375,36.492772940327086,35.941934602821846,36.13050842285156,27094000,0.0,0.0
2016-05-13 00:00:00-04:00,36.058555827827455,36.290302453464385,35.904219617282386,35.9697265625,25244000,0.0,0.0
2016-05-16 00:00:00-04:00,35.94441899207555,36.35928371973176,35.73003915092349,36.24117660522461,22538000,0.0,0.0
2016-05-17 00:00:00-04:00,36.278887020581564,36.516589140023775,35.630784049934775,35.73945999145508,33404000,0.0,0.0
2016-05-18 00:00:00-04:00,35.655595396902456,36.00644484152183,35.48290044592236,35.81836700439453,32536000,0.0,0.0
2016-05-19 00:00:00-04:00,35.645672242814435,35.75484795221574,35.24916632942593,35.497291564941406,30598000,0.0,0.0
2016-05-20 00:00:00-04:00,35.55435955798808,36.112141518444105,35.48240112663658,35.81488800048828,34798000,0.0,0.0
2016-05-23 00:00:00-04:00,35.72904458549902,35.90372346173018,35.578184007171274,35.59356689453125,24816000,0.0,0.0
2016-05-24 00:00:00-04:00,35.72258945308347,36.434707647390326,35.712662323731934,36.37664794921875,37884000,0.0,0.0
2016-05-25 00:00:00-04:00,36.4744136705193,36.71707939028969,36.35531460435371,36.62825012207031,32216000,0.0,0.0
2016-05-26 00:00:00-04:00,36.524030360002214,36.777119135729535,36.37515750481988,36.57018280029297,27202000,0.0,0.0
2016-05-27 00:00:00-04:00,36.59897138235444,37.11507237120219,36.57415734222013,37.09968948364258,34802000,0.0,0.0
2016-05-31 00:00:00-04:00,37.15725268861202,37.39148298848767,36.998948655728036,37.161720275878906,42484000,0.0,0.0
2016-06-01 00:00:00-04:00,37.1428566650963,37.28676974672431,36.93790423427973,37.14236068725586,20788000,0.0,0.0
2016-06-02 00:00:00-04:00,37.02524614883594,37.0847975654609,36.57365642480011,36.93443298339844,33916000,0.0,0.0
2016-06-03 00:00:00-04:00,36.796472954004905,36.796472954004905,36.42031353513087,36.51708221435547,24608000,0.0,0.0
2016-06-06 00:00:00-04:00,36.648095758086136,36.648095758086136,36.14142597629198,36.2292594909668,29992000,0.0,0.0
2016-06-07 00:00:00-04:00,36.3885640145683,36.55927128764477,36.26598931695806,36.28038024902344,24314000,0.0,0.0
2016-06-08 00:00:00-04:00,36.697723918446755,36.911607768374644,36.5126257180091,36.86793899536133,32314000,0.0,0.0
2016-06-09 00:00:00-04:00,36.57713578763428,36.91756214481762,36.54884990302641,36.847591400146484,19180000,0.0,0.0
2016-06-10 00:00:00-04:00,36.52155194105118,36.70466620393204,36.251592336250305,36.384586334228516,29050000,0.0,0.0
2016-06-13 00:00:00-04:00,36.21735184827314,36.672909402759835,36.21735184827314,36.319580078125,23354000,0.0,0.0
2016-06-14 00:00:00-04:00,36.19204051909414,36.52403142556194,36.052595024595355,36.3875617980957,26584000,0.0,0.0
2016-06-15 00:00:00-04:00,36.47043864948237,36.58110229443643,36.29129219601864,36.334964752197266,23234000,0.0,0.0
2016-06-16 00:00:00-04:00,36.12505091499272,36.24564169701338,35.50870938738211,35.94094467163086,45002000,0.0,0.0
2016-06-17 00:00:00-04:00,35.799012305008986,35.799012305008986,34.79311239929035,34.94844055175781,82262000,0.0,0.0
2016-06-20 00:00:00-04:00,35.2491689516405,35.52508411290436,35.00600726285172,35.0417366027832,45654000,0.0,0.0
2016-06-21 00:00:00-04:00,35.23625946149615,35.500763296017745,34.968783546156665,35.178199768066406,30318000,0.0,0.0
2016-06-22 00:00:00-04:00,35.43476530285658,35.44270473513689,35.02932798994833,35.25710678100586,29058000,0.0,0.0
2016-06-23 00:00:00-04:00,35.26108022540139,35.4759560304029,34.74994280463064,35.475460052490234,42500000,0.0,0.0
2016-06-24 00:00:00-04:00,34.24971958937438,34.985659922060364,33.98869134420151,34.003082275390625,95436000,0.0,0.0
2016-06-27 00:00:00-04:00,33.86859627887684,33.91028113376816,33.38078125220872,33.80160140991211,58146000,0.0,0.0
2016-06-28 00:00:00-04:00,34.30926966236989,34.37725649246694,33.98571414010763,34.303810119628906,38246000,0.0,0.0
